,ObservationDate,State,Region,Confirmed,Deaths,Recovered
0,2020-01-22,Anhui,Mainland China,1.0,0.0,0.0
1,2020-01-22,Beijing,Mainland China,14.0,0.0,0.0
2,2020-01-22,Chongqing,Mainland China,6.0,0.0,0.0
3,2020-01-22,Fujian,Mainland China,1.0,0.0,0.0
4,2020-01-22,Gansu,Mainland China,0.0,0.0,0.0
5,2020-01-22,Guangdong,Mainland China,26.0,0.0,0.0
6,2020-01-22,Guangxi,Mainland China,2.0,0.0,0.0
7,2020-01-22,Guizhou,Mainland China,1.0,0.0,0.0
8,2020-01-22,Hainan,Mainland China,4.0,0.0,0.0
9,2020-01-22,Hebei,Mainland China,1.0,0.0,0.0
10,2020-01-22,Heilongjiang,Mainland China,0.0,0.0,0.0
11,2020-01-22,Henan,Mainland China,5.0,0.0,0.0
12,2020-01-22,Hong Kong,Hong Kong,0.0,0.0,0.0
13,2020-01-22,Hubei,Mainland China,444.0,17.0,28.0
14,2020-01-22,Hunan,Mainland China,4.0,0.0,0.0
15,2020-01-22,Inner Mongolia,Mainland China,0.0,0.0,0.0
16,2020-01-22,Jiangsu,Mainland China,1.0,0.0,0.0
17,2020-01-22,Jiangxi,Mainland China,2.0,0.0,0.0
18,2020-01-22,Jilin,Mainland China,0.0,0.0,0.0
19,2020-01-22,Liaoning,Mainland China,2.0,0.0,0.0
20,2020-01-22,Macau,Macau,1.0,0.0,0.0
21,2020-01-22,Ningxia,Mainland China,1.0,0.0,0.0
22,2020-01-22,Qinghai,Mainland China,0.0,0.0,0.0
23,2020-01-22,Shaanxi,Mainland China,0.0,0.0,0.0
24,2020-01-22,Shandong,Mainland China,2.0,0.0,0.0
25,2020-01-22,Shanghai,Mainland China,9.0,0.0,0.0
26,2020-01-22,Shanxi,Mainland China,1.0,0.0,0.0
27,2020-01-22,Sichuan,Mainland China,5.0,0.0,0.0
28,2020-01-22,Taiwan,Taiwan,1.0,0.0,0.0
29,2020-01-22,Tianjin,Mainland China,4.0,0.0,0.0
30,2020-01-22,Tibet,Mainland China,0.0,0.0,0.0
31,2020-01-22,Washington,US,1.0,0.0,0.0
32,2020-01-22,Xinjiang,Mainland China,0.0,0.0,0.0
33,2020-01-22,Yunnan,Mainland China,1.0,0.0,0.0
34,2020-01-22,Zhejiang,Mainland China,10.0,0.0,0.0
35,2020-01-22,Noname,Japan,2.0,0.0,0.0
36,2020-01-22,Noname,Thailand,2.0,0.0,0.0
37,2020-01-22,Noname,South Korea,1.0,0.0,0.0
38,2020-01-23,Anhui,Mainland China,9.0,0.0,0.0
39,2020-01-23,Beijing,Mainland China,22.0,0.0,0.0
40,2020-01-23,Chongqing,Mainland China,9.0,0.0,0.0
41,2020-01-23,Fujian,Mainland China,5.0,0.0,0.0
42,2020-01-23,Gansu,Mainland China,2.0,0.0,0.0
43,2020-01-23,Guangdong,Mainland China,32.0,0.0,2.0
44,2020-01-23,Guangxi,Mainland China,5.0,0.0,0.0
45,2020-01-23,Guizhou,Mainland China,3.0,0.0,0.0
46,2020-01-23,Hainan,Mainland China,5.0,0.0,0.0
47,2020-01-23,Hebei,Mainland China,1.0,1.0,0.0
48,2020-01-23,Heilongjiang,Mainland China,2.0,0.0,0.0
49,2020-01-23,Henan,Mainland China,5.0,0.0,0.0
50,2020-01-23,Hong Kong,Hong Kong,2.0,0.0,0.0
51,2020-01-23,Hubei,Mainland China,444.0,17.0,28.0
52,2020-01-23,Hunan,Mainland China,9.0,0.0,0.0
53,2020-01-23,Inner Mongolia,Mainland China,0.0,0.0,0.0
54,2020-01-23,Jiangsu,Mainland China,5.0,0.0,0.0
55,2020-01-23,Jiangxi,Mainland China,7.0,0.0,0.0
56,2020-01-23,Jilin,Mainland China,1.0,0.0,0.0
57,2020-01-23,Liaoning,Mainland China,3.0,0.0,0.0
58,2020-01-23,Macau,Macau,2.0,0.0,0.0
59,2020-01-23,Ningxia,Mainland China,1.0,0.0,0.0
60,2020-01-23,Qinghai,Mainland China,0.0,0.0,0.0
61,2020-01-23,Shaanxi,Mainland China,3.0,0.0,0.0
62,2020-01-23,Shandong,Mainland China,6.0,0.0,0.0
63,2020-01-23,Shanghai,Mainland China,16.0,0.0,0.0
64,2020-01-23,Shanxi,Mainland China,1.0,0.0,0.0
65,2020-01-23,Sichuan,Mainland China,8.0,0.0,0.0
66,2020-01-23,Taiwan,Taiwan,1.0,0.0,0.0
67,2020-01-23,Tianjin,Mainland China,4.0,0.0,0.0
68,2020-01-23,Tibet,Mainland China,0.0,0.0,0.0
69,2020-01-23,Washington,US,1.0,0.0,0.0
70,2020-01-23,Xinjiang,Mainland China,2.0,0.0,0.0
71,2020-01-23,Yunnan,Mainland China,2.0,0.0,0.0
72,2020-01-23,Zhejiang,Mainland China,27.0,0.0,0.0
73,2020-01-23,Noname,Japan,1.0,0.0,0.0
74,2020-01-23,Noname,Thailand,3.0,0.0,0.0
75,2020-01-23,Noname,South Korea,1.0,0.0,0.0
76,2020-01-23,Noname,Singapore,1.0,0.0,0.0
77,2020-01-23,Noname,Philippines,0.0,0.0,0.0
78,2020-01-23,Noname,Malaysia,0.0,0.0,0.0
79,2020-01-23,Noname,Vietnam,2.0,0.0,0.0
80,2020-01-23,Noname,Australia,0.0,0.0,0.0
81,2020-01-23,Noname,Mexico,0.0,0.0,0.0
82,2020-01-23,Noname,Brazil,0.0,0.0,0.0
83,2020-01-23,Noname,Colombia,0.0,0.0,0.0
84,2020-01-24,Hubei,Mainland China,549.0,24.0,31.0
85,2020-01-24,Guangdong,Mainland China,53.0,0.0,2.0
86,2020-01-24,Zhejiang,Mainland China,43.0,0.0,1.0
87,2020-01-24,Beijing,Mainland China,36.0,0.0,1.0
88,2020-01-24,Chongqing,Mainland China,27.0,0.0,0.0
89,2020-01-24,Hunan,Mainland China,24.0,0.0,0.0
90,2020-01-24,Guangxi,Mainland China,23.0,0.0,0.0
91,2020-01-24,Shanghai,Mainland China,20.0,0.0,1.0
92,2020-01-24,Jiangxi,Mainland China,18.0,0.0,0.0
93,2020-01-24,Sichuan,Mainland China,15.0,0.0,0.0
94,2020-01-24,Shandong,Mainland China,15.0,0.0,0.0
95,2020-01-24,Anhui,Mainland China,15.0,0.0,0.0
96,2020-01-24,Fujian,Mainland China,10.0,0.0,0.0
97,2020-01-24,Henan,Mainland China,9.0,0.0,0.0
98,2020-01-24,Jiangsu,Mainland China,9.0,0.0,0.0
99,2020-01-24,Hainan,Mainland China,8.0,0.0,0.0
100,2020-01-24,Tianjin,Mainland China,8.0,0.0,0.0
101,2020-01-24,Yunnan,Mainland China,5.0,0.0,0.0
102,2020-01-24,Shaanxi,Mainland China,5.0,0.0,0.0
103,2020-01-24,Heilongjiang,Mainland China,4.0,1.0,0.0
104,2020-01-24,Liaoning,Mainland China,4.0,0.0,0.0
105,2020-01-24,Guizhou,Mainland China,3.0,0.0,0.0
106,2020-01-24,Jilin,Mainland China,3.0,0.0,0.0
107,2020-01-24,Taiwan,Taiwan,3.0,0.0,0.0
108,2020-01-24,Ningxia,Mainland China,2.0,0.0,0.0
109,2020-01-24,Hong Kong,Hong Kong,2.0,0.0,0.0
110,2020-01-24,Macau,Macau,2.0,0.0,0.0
111,2020-01-24,Hebei,Mainland China,2.0,1.0,0.0
112,2020-01-24,Gansu,Mainland China,2.0,0.0,0.0
113,2020-01-24,Xinjiang,Mainland China,2.0,0.0,0.0
114,2020-01-24,Shanxi,Mainland China,1.0,0.0,0.0
115,2020-01-24,Inner Mongolia,Mainland China,1.0,0.0,0.0
116,2020-01-24,Qinghai,Mainland China,0.0,0.0,0.0
117,2020-01-24,Washington,US,1.0,0.0,0.0
118,2020-01-24,Chicago,US,1.0,0.0,0.0
119,2020-01-24,Noname,Japan,2.0,0.0,0.0
120,2020-01-24,Noname,Thailand,5.0,0.0,0.0
121,2020-01-24,Noname,South Korea,2.0,0.0,0.0
122,2020-01-24,Noname,Singapore,3.0,0.0,0.0
123,2020-01-24,Noname,Vietnam,2.0,0.0,0.0
124,2020-01-24,Noname,France,2.0,0.0,0.0
125,2020-01-25,Hubei,Mainland China,761.0,40.0,32.0
126,2020-01-25,Guangdong,Mainland China,78.0,0.0,2.0
127,2020-01-25,Zhejiang,Mainland China,62.0,0.0,1.0
128,2020-01-25,Chongqing,Mainland China,57.0,0.0,0.0
129,2020-01-25,Hunan,Mainland China,43.0,0.0,0.0
130,2020-01-25,Beijing,Mainland China,41.0,0.0,2.0
131,2020-01-25,Anhui,Mainland China,39.0,0.0,0.0
132,2020-01-25,Shanghai,Mainland China,33.0,0.0,1.0
133,2020-01-25,Henan,Mainland China,32.0,0.0,0.0
134,2020-01-25,Sichuan,Mainland China,28.0,0.0,0.0
135,2020-01-25,Shandong,Mainland China,27.0,0.0,0.0
136,2020-01-25,Guangxi,Mainland China,23.0,0.0,0.0
137,2020-01-25,Hainan,Mainland China,19.0,0.0,0.0
138,2020-01-25,Jiangxi,Mainland China,18.0,0.0,0.0
139,2020-01-25,Fujian,Mainland China,18.0,0.0,0.0
140,2020-01-25,Jiangsu,Mainland China,18.0,0.0,1.0
141,2020-01-25,Liaoning,Mainland China,17.0,0.0,0.0
142,2020-01-25,Shaanxi,Mainland China,15.0,0.0,0.0
143,2020-01-25,Yunnan,Mainland China,11.0,0.0,0.0
144,2020-01-25,Tianjin,Mainland China,10.0,0.0,0.0
145,2020-01-25,Heilongjiang,Mainland China,9.0,1.0,0.0
146,2020-01-25,Hebei,Mainland China,8.0,1.0,0.0
147,2020-01-25,Inner Mongolia,Mainland China,7.0,0.0,0.0
148,2020-01-25,Shanxi,Mainland China,6.0,0.0,0.0
149,2020-01-25,Hong Kong,Hong Kong,5.0,0.0,0.0
150,2020-01-25,Guizhou,Mainland China,4.0,0.0,0.0
151,2020-01-25,Jilin,Mainland China,4.0,0.0,0.0
152,2020-01-25,Gansu,Mainland China,4.0,0.0,0.0
153,2020-01-25,Ningxia,Mainland China,3.0,0.0,0.0
154,2020-01-25,Taiwan,Taiwan,3.0,0.0,0.0
155,2020-01-25,Xinjiang,Mainland China,3.0,0.0,0.0
156,2020-01-25,Macau,Macau,2.0,0.0,0.0
157,2020-01-25,Qinghai,Mainland China,1.0,0.0,0.0
158,2020-01-25,Washington,US,1.0,0.0,0.0
159,2020-01-25,Illinois,US,1.0,0.0,0.0
160,2020-01-25,Noname,Japan,2.0,0.0,0.0
161,2020-01-25,Noname,Thailand,7.0,0.0,0.0
162,2020-01-25,Noname,South Korea,2.0,0.0,0.0
163,2020-01-25,Noname,Singapore,3.0,0.0,0.0
164,2020-01-25,Noname,Vietnam,2.0,0.0,0.0
165,2020-01-25,Noname,France,3.0,0.0,0.0
166,2020-01-25,Noname,Australia,4.0,0.0,0.0
167,2020-01-25,Noname,Nepal,1.0,0.0,0.0
168,2020-01-25,Noname,Malaysia,3.0,0.0,0.0
169,2020-01-26,Hubei,Mainland China,1058.0,52.0,42.0
170,2020-01-26,Guangdong,Mainland China,111.0,0.0,2.0
171,2020-01-26,Zhejiang,Mainland China,104.0,0.0,1.0
172,2020-01-26,Henan,Mainland China,83.0,1.0,0.0
173,2020-01-26,Chongqing,Mainland China,75.0,0.0,0.0
174,2020-01-26,Hunan,Mainland China,69.0,0.0,0.0
175,2020-01-26,Beijing,Mainland China,68.0,0.0,2.0
176,2020-01-26,Anhui,Mainland China,60.0,0.0,0.0
177,2020-01-26,Shandong,Mainland China,46.0,0.0,0.0
178,2020-01-26,Sichuan,Mainland China,44.0,0.0,0.0
179,2020-01-26,Shanghai,Mainland China,40.0,1.0,1.0
180,2020-01-26,Guangxi,Mainland China,36.0,0.0,0.0
181,2020-01-26,Jiangxi,Mainland China,36.0,0.0,0.0
182,2020-01-26,Fujian,Mainland China,35.0,0.0,0.0
183,2020-01-26,Jiangsu,Mainland China,33.0,0.0,1.0
184,2020-01-26,Hainan,Mainland China,22.0,0.0,0.0
185,2020-01-26,Shaanxi,Mainland China,22.0,0.0,0.0
186,2020-01-26,Liaoning,Mainland China,21.0,0.0,0.0
187,2020-01-26,Yunnan,Mainland China,16.0,0.0,0.0
188,2020-01-26,Heilongjiang,Mainland China,15.0,1.0,0.0
189,2020-01-26,Tianjin,Mainland China,14.0,0.0,0.0
190,2020-01-26,Hebei,Mainland China,13.0,1.0,0.0
191,2020-01-26,Shanxi,Mainland China,9.0,0.0,0.0
192,2020-01-26,Hong Kong,Hong Kong,8.0,0.0,0.0
193,2020-01-26,Inner Mongolia,Mainland China,7.0,0.0,0.0
194,2020-01-26,Gansu,Mainland China,7.0,0.0,0.0
195,2020-01-26,Guizhou,Mainland China,5.0,0.0,0.0
196,2020-01-26,Macau,Macau,5.0,0.0,0.0
197,2020-01-26,Ningxia,Mainland China,4.0,0.0,0.0
198,2020-01-26,Jilin,Mainland China,4.0,0.0,0.0
199,2020-01-26,Taiwan,Taiwan,4.0,0.0,0.0
200,2020-01-26,Xinjiang,Mainland China,4.0,0.0,0.0
201,2020-01-26,Qinghai,Mainland China,1.0,0.0,0.0
202,2020-01-26,Washington,US,1.0,0.0,0.0
203,2020-01-26,Illinois,US,1.0,0.0,0.0
204,2020-01-26,California,US,2.0,0.0,0.0
205,2020-01-26,Arizona,US,1.0,0.0,0.0
206,2020-01-26,Noname,Japan,4.0,0.0,1.0
207,2020-01-26,Noname,Thailand,8.0,0.0,2.0
208,2020-01-26,Noname,South Korea,3.0,0.0,0.0
209,2020-01-26,Noname,Singapore,4.0,0.0,0.0
210,2020-01-26,Noname,Vietnam,2.0,0.0,0.0
211,2020-01-26,Noname,France,3.0,0.0,0.0
212,2020-01-26,Noname,Australia,4.0,0.0,0.0
213,2020-01-26,Noname,Nepal,1.0,0.0,0.0
214,2020-01-26,Noname,Malaysia,4.0,0.0,0.0
215,2020-01-26,Ontario,Canada,1.0,0.0,0.0
216,2020-01-27,Hubei,Mainland China,1423.0,76.0,45.0
217,2020-01-27,Guangdong,Mainland China,151.0,0.0,4.0
218,2020-01-27,Zhejiang,Mainland China,128.0,0.0,1.0
219,2020-01-27,Henan,Mainland China,128.0,1.0,0.0
220,2020-01-27,Chongqing,Mainland China,110.0,0.0,0.0
221,2020-01-27,Hunan,Mainland China,100.0,0.0,0.0
222,2020-01-27,Beijing,Mainland China,80.0,1.0,2.0
223,2020-01-27,Shandong,Mainland China,75.0,0.0,0.0
224,2020-01-27,Jiangxi,Mainland China,72.0,0.0,2.0
225,2020-01-27,Anhui,Mainland China,70.0,0.0,0.0
226,2020-01-27,Sichuan,Mainland China,69.0,0.0,0.0
227,2020-01-27,Fujian,Mainland China,59.0,0.0,0.0
228,2020-01-27,Shanghai,Mainland China,53.0,1.0,3.0
229,2020-01-27,Jiangsu,Mainland China,47.0,0.0,1.0
230,2020-01-27,Guangxi,Mainland China,46.0,0.0,0.0
231,2020-01-27,Shaanxi,Mainland China,35.0,0.0,0.0
232,2020-01-27,Hainan,Mainland China,33.0,1.0,0.0
233,2020-01-27,Liaoning,Mainland China,27.0,0.0,0.0
234,2020-01-27,Yunnan,Mainland China,26.0,0.0,0.0
235,2020-01-27,Tianjin,Mainland China,23.0,0.0,0.0
236,2020-01-27,Heilongjiang,Mainland China,21.0,1.0,0.0
237,2020-01-27,Hebei,Mainland China,18.0,1.0,0.0
238,2020-01-27,Gansu,Mainland China,14.0,0.0,0.0
239,2020-01-27,Shanxi,Mainland China,13.0,0.0,0.0
240,2020-01-27,Inner Mongolia,Mainland China,11.0,0.0,0.0
241,2020-01-27,Hong Kong,Hong Kong,8.0,0.0,0.0
242,2020-01-27,Guizhou,Mainland China,7.0,0.0,0.0
243,2020-01-27,Ningxia,Mainland China,7.0,0.0,0.0
244,2020-01-27,Jilin,Mainland China,6.0,0.0,0.0
245,2020-01-27,Macau,Macau,6.0,0.0,0.0
246,2020-01-27,Qinghai,Mainland China,6.0,0.0,0.0
247,2020-01-27,Taiwan,Taiwan,5.0,0.0,0.0
248,2020-01-27,Xinjiang,Mainland China,5.0,0.0,0.0
249,2020-01-27,Washington,US,1.0,0.0,0.0
250,2020-01-27,Illinois,US,1.0,0.0,0.0
251,2020-01-27,California,US,2.0,0.0,0.0
252,2020-01-27,Arizona,US,1.0,0.0,0.0
253,2020-01-27,Noname,Japan,4.0,0.0,1.0
254,2020-01-27,Noname,Thailand,8.0,0.0,2.0
255,2020-01-27,Noname,South Korea,4.0,0.0,0.0
256,2020-01-27,Noname,Singapore,5.0,0.0,0.0
257,2020-01-27,Noname,Vietnam,2.0,0.0,0.0
258,2020-01-27,Noname,France,3.0,0.0,0.0
259,2020-01-27,Noname,Nepal,1.0,0.0,0.0
260,2020-01-27,Noname,Malaysia,4.0,0.0,0.0
261,2020-01-27,Ontario,Canada,1.0,0.0,0.0
262,2020-01-27,Noname,Cambodia,1.0,0.0,0.0
263,2020-01-27,Noname,Sri Lanka,1.0,0.0,0.0
264,2020-01-27,Noname,Ivory Coast,1.0,0.0,0.0
265,2020-01-27,New South Wales,Australia,4.0,0.0,0.0
266,2020-01-27,Victoria,Australia,1.0,0.0,0.0
267,2020-01-28,Hubei,Mainland China,3554.0,125.0,80.0
268,2020-01-28,Guangdong,Mainland China,207.0,0.0,4.0
269,2020-01-28,Zhejiang,Mainland China,173.0,0.0,3.0
270,2020-01-28,Henan,Mainland China,168.0,1.0,0.0
271,2020-01-28,Hunan,Mainland China,143.0,0.0,0.0
272,2020-01-28,Chongqing,Mainland China,132.0,0.0,0.0
273,2020-01-28,Jiangxi,Mainland China,109.0,0.0,3.0
274,2020-01-28,Anhui,Mainland China,106.0,0.0,0.0
275,2020-01-28,Shandong,Mainland China,95.0,0.0,0.0
276,2020-01-28,Beijing,Mainland China,91.0,1.0,4.0
277,2020-01-28,Sichuan,Mainland China,90.0,0.0,0.0
278,2020-01-28,Fujian,Mainland China,80.0,0.0,0.0
279,2020-01-28,Jiangsu,Mainland China,70.0,0.0,1.0
280,2020-01-28,Shanghai,Mainland China,66.0,1.0,4.0
281,2020-01-28,Guangxi,Mainland China,51.0,0.0,2.0
282,2020-01-28,Shaanxi,Mainland China,46.0,0.0,0.0
283,2020-01-28,Yunnan,Mainland China,44.0,0.0,0.0
284,2020-01-28,Hainan,Mainland China,40.0,1.0,0.0
285,2020-01-28,Liaoning,Mainland China,34.0,0.0,0.0
286,2020-01-28,Hebei,Mainland China,33.0,1.0,0.0
287,2020-01-28,Heilongjiang,Mainland China,33.0,1.0,0.0
288,2020-01-28,Shanxi,Mainland China,27.0,0.0,0.0
289,2020-01-28,Tianjin,Mainland China,24.0,0.0,0.0
290,2020-01-28,Gansu,Mainland China,19.0,0.0,0.0
291,2020-01-28,Inner Mongolia,Mainland China,15.0,0.0,0.0
292,2020-01-28,Ningxia,Mainland China,11.0,0.0,0.0
293,2020-01-28,Xinjiang,Mainland China,10.0,0.0,0.0
294,2020-01-28,Guizhou,Mainland China,9.0,0.0,0.0
295,2020-01-28,Jilin,Mainland China,8.0,0.0,0.0
296,2020-01-28,Taiwan,Taiwan,8.0,0.0,0.0
297,2020-01-28,Hong Kong,Hong Kong,8.0,0.0,0.0
298,2020-01-28,Macau,Macau,7.0,0.0,0.0
299,2020-01-28,Qinghai,Mainland China,6.0,0.0,0.0
300,2020-01-28,Washington,US,1.0,0.0,0.0
301,2020-01-28,Illinois,US,1.0,0.0,0.0
302,2020-01-28,California,US,2.0,0.0,0.0
303,2020-01-28,Arizona,US,1.0,0.0,0.0
304,2020-01-28,Noname,Japan,7.0,0.0,1.0
305,2020-01-28,Noname,Thailand,14.0,0.0,5.0
306,2020-01-28,Noname,South Korea,4.0,0.0,0.0
307,2020-01-28,Noname,Singapore,7.0,0.0,0.0
308,2020-01-28,Noname,Vietnam,2.0,0.0,0.0
309,2020-01-28,Noname,France,4.0,0.0,0.0
310,2020-01-28,Noname,Nepal,1.0,0.0,0.0
311,2020-01-28,Noname,Malaysia,4.0,0.0,0.0
312,2020-01-28,Ontario,Canada,1.0,0.0,0.0
313,2020-01-28,British Columbia,Canada,1.0,0.0,0.0
314,2020-01-28,Noname,Cambodia,1.0,0.0,0.0
315,2020-01-28,Noname,Sri Lanka,1.0,0.0,0.0
316,2020-01-28,New South Wales,Australia,4.0,0.0,0.0
317,2020-01-28,Victoria,Australia,1.0,0.0,0.0
318,2020-01-28,Bavaria,Germany,4.0,0.0,0.0
319,2020-01-29,Hubei,Mainland China,3554.0,125.0,88.0
320,2020-01-29,Zhejiang,Mainland China,296.0,0.0,3.0
321,2020-01-29,Guangdong,Mainland China,277.0,0.0,5.0
322,2020-01-29,Hunan,Mainland China,221.0,0.0,0.0
323,2020-01-29,Henan,Mainland China,206.0,2.0,1.0
324,2020-01-29,Anhui,Mainland China,152.0,0.0,2.0
325,2020-01-29,Chongqing,Mainland China,147.0,0.0,1.0
326,2020-01-29,Shandong,Mainland China,130.0,0.0,1.0
327,2020-01-29,Beijing,Mainland China,111.0,1.0,4.0
328,2020-01-29,Jiangxi,Mainland China,109.0,0.0,3.0
329,2020-01-29,Sichuan,Mainland China,108.0,1.0,1.0
330,2020-01-29,Jiangsu,Mainland China,99.0,0.0,1.0
331,2020-01-29,Shanghai,Mainland China,96.0,1.0,5.0
332,2020-01-29,Fujian,Mainland China,84.0,0.0,0.0
333,2020-01-29,Guangxi,Mainland China,58.0,0.0,2.0
334,2020-01-29,Shaanxi,Mainland China,56.0,0.0,0.0
335,2020-01-29,Yunnan,Mainland China,55.0,0.0,0.0
336,2020-01-29,Hebei,Mainland China,48.0,1.0,0.0
337,2020-01-29,Hainan,Mainland China,43.0,1.0,0.0
338,2020-01-29,Liaoning,Mainland China,39.0,0.0,1.0
339,2020-01-29,Heilongjiang,Mainland China,38.0,1.0,0.0
340,2020-01-29,Tianjin,Mainland China,27.0,0.0,0.0
341,2020-01-29,Shanxi,Mainland China,27.0,0.0,1.0
342,2020-01-29,Gansu,Mainland China,24.0,0.0,0.0
343,2020-01-29,Inner Mongolia,Mainland China,16.0,0.0,0.0
344,2020-01-29,Xinjiang,Mainland China,13.0,0.0,0.0
345,2020-01-29,Ningxia,Mainland China,12.0,0.0,0.0
346,2020-01-29,Hong Kong,Hong Kong,10.0,0.0,0.0
347,2020-01-29,Guizhou,Mainland China,9.0,0.0,1.0
348,2020-01-29,Jilin,Mainland China,9.0,0.0,0.0
349,2020-01-29,Taiwan,Taiwan,8.0,0.0,0.0
350,2020-01-29,Macau,Macau,7.0,0.0,0.0
351,2020-01-29,Qinghai,Mainland China,6.0,0.0,0.0
352,2020-01-29,Washington,US,1.0,0.0,0.0
353,2020-01-29,Illinois,US,1.0,0.0,0.0
354,2020-01-29,California,US,2.0,0.0,0.0
355,2020-01-29,Arizona,US,1.0,0.0,0.0
356,2020-01-29,Noname,Japan,7.0,0.0,1.0
357,2020-01-29,Noname,Thailand,14.0,0.0,5.0
358,2020-01-29,Noname,South Korea,4.0,0.0,0.0
359,2020-01-29,Noname,Singapore,7.0,0.0,0.0
360,2020-01-29,Noname,Vietnam,2.0,0.0,0.0
361,2020-01-29,Noname,France,5.0,0.0,0.0
362,2020-01-29,Noname,Nepal,1.0,0.0,0.0
363,2020-01-29,Noname,Malaysia,7.0,0.0,0.0
364,2020-01-29,Ontario,Canada,1.0,0.0,0.0
365,2020-01-29,British Columbia,Canada,1.0,0.0,0.0
366,2020-01-29,Noname,Cambodia,1.0,0.0,0.0
367,2020-01-29,Noname,Sri Lanka,1.0,0.0,0.0
368,2020-01-29,New South Wales,Australia,4.0,0.0,0.0
369,2020-01-29,Victoria,Australia,1.0,0.0,0.0
370,2020-01-29,Bavaria,Germany,4.0,0.0,0.0
371,2020-01-29,Noname,Finland,1.0,0.0,0.0
372,2020-01-29,Noname,United Arab Emirates,4.0,0.0,0.0
373,2020-01-30,Hubei,Mainland China,4903.0,162.0,90.0
374,2020-01-30,Zhejiang,Mainland China,428.0,0.0,4.0
375,2020-01-30,Guangdong,Mainland China,354.0,0.0,10.0
376,2020-01-30,Henan,Mainland China,278.0,2.0,2.0
377,2020-01-30,Hunan,Mainland China,277.0,0.0,2.0
378,2020-01-30,Anhui,Mainland China,200.0,0.0,2.0
379,2020-01-30,Chongqing,Mainland China,182.0,0.0,1.0
380,2020-01-30,Jiangxi,Mainland China,162.0,0.0,5.0
381,2020-01-30,Shandong,Mainland China,158.0,0.0,1.0
382,2020-01-30,Sichuan,Mainland China,142.0,1.0,1.0
383,2020-01-30,Jiangsu,Mainland China,129.0,0.0,1.0
384,2020-01-30,Beijing,Mainland China,114.0,1.0,4.0
385,2020-01-30,Shanghai,Mainland China,112.0,1.0,5.0
386,2020-01-30,Fujian,Mainland China,101.0,0.0,0.0
387,2020-01-30,Guangxi,Mainland China,78.0,0.0,2.0
388,2020-01-30,Yunnan,Mainland China,70.0,0.0,0.0
389,2020-01-30,Hebei,Mainland China,65.0,1.0,0.0
390,2020-01-30,Shaanxi,Mainland China,63.0,0.0,0.0
391,2020-01-30,Hainan,Mainland China,46.0,1.0,1.0
392,2020-01-30,Heilongjiang,Mainland China,44.0,2.0,0.0
393,2020-01-30,Liaoning,Mainland China,41.0,0.0,1.0
394,2020-01-30,Shanxi,Mainland China,35.0,0.0,1.0
395,2020-01-30,Tianjin,Mainland China,31.0,0.0,0.0
396,2020-01-30,Gansu,Mainland China,26.0,0.0,0.0
397,2020-01-30,Inner Mongolia,Mainland China,19.0,0.0,0.0
398,2020-01-30,Ningxia,Mainland China,17.0,0.0,0.0
399,2020-01-30,Jilin,Mainland China,14.0,0.0,1.0
400,2020-01-30,Xinjiang,Mainland China,14.0,0.0,0.0
401,2020-01-30,Guizhou,Mainland China,12.0,0.0,1.0
402,2020-01-30,Hong Kong,Hong Kong,10.0,0.0,0.0
403,2020-01-30,Taiwan,Taiwan,9.0,0.0,0.0
404,2020-01-30,Qinghai,Mainland China,8.0,0.0,0.0
405,2020-01-30,Macau,Macau,7.0,0.0,0.0
406,2020-01-30,Tibet,Mainland China,1.0,0.0,0.0
407,2020-01-30,Washington,US,1.0,0.0,0.0
408,2020-01-30,Illinois,US,1.0,0.0,0.0
409,2020-01-30,California,US,2.0,0.0,0.0
410,2020-01-30,Arizona,US,1.0,0.0,0.0
411,2020-01-30,Noname,Japan,11.0,0.0,1.0
412,2020-01-30,Noname,Thailand,14.0,0.0,5.0
413,2020-01-30,Noname,South Korea,4.0,0.0,0.0
414,2020-01-30,Noname,Singapore,10.0,0.0,0.0
415,2020-01-30,Noname,Vietnam,2.0,0.0,0.0
416,2020-01-30,Noname,France,5.0,0.0,0.0
417,2020-01-30,Noname,Nepal,1.0,0.0,0.0
418,2020-01-30,Noname,Malaysia,8.0,0.0,0.0
419,2020-01-30,Ontario,Canada,2.0,0.0,0.0
420,2020-01-30,British Columbia,Canada,1.0,0.0,0.0
421,2020-01-30,Noname,Cambodia,1.0,0.0,0.0
422,2020-01-30,Noname,Sri Lanka,1.0,0.0,0.0
423,2020-01-30,New South Wales,Australia,4.0,0.0,2.0
424,2020-01-30,Victoria,Australia,2.0,0.0,0.0
425,2020-01-30,Queensland,Australia,3.0,0.0,0.0
426,2020-01-30,Bavaria,Germany,4.0,0.0,0.0
427,2020-01-30,Noname,Finland,1.0,0.0,0.0
428,2020-01-30,Noname,United Arab Emirates,4.0,0.0,0.0
429,2020-01-30,Noname,Philippines,1.0,0.0,0.0
430,2020-01-30,Noname,India,1.0,0.0,0.0
431,2020-01-31,Hubei,Mainland China,5806.0,204.0,141.0
432,2020-01-31,Zhejiang,Mainland China,538.0,0.0,14.0
433,2020-01-31,Guangdong,Mainland China,436.0,0.0,11.0
434,2020-01-31,Henan,Mainland China,352.0,2.0,3.0
435,2020-01-31,Hunan,Mainland China,332.0,0.0,2.0
436,2020-01-31,Jiangxi,Mainland China,240.0,0.0,7.0
437,2020-01-31,Anhui,Mainland China,237.0,0.0,3.0
